idencuesta,ola,muestra,responde,estrato_disenno,segmento_disenno,sexo_imp,edad_imp_tramo,edu_imp,civil_imp,ola_num
2101073,2017,Original,Responde,Ciudades Grandes,210107,Hombre,45 a 59,Media,En Pareja,1
2101073,2018,Original,No Responde,Ciudades Grandes,210107,Hombre,45 a 59,Media,En Pareja,2
2101073,2019,Original,No Responde,Ciudades Grandes,210107,Hombre,45 a 59,Media,En Pareja,3
2101073,2021,Original,No Responde,Ciudades Grandes,210107,Hombre,45 a 59,Media,En Pareja,5
2101073,2022,Original,Responde,Ciudades Grandes,210107,Hombre,45 a 59,Media,Soltero,6
2101081,2016,Original,Responde,Ciudades Grandes,210108,Hombre,18 a 29,Básica,Soltero,0
2101081,2017,Original,Responde,Ciudades Grandes,210108,Hombre,18 a 29,Básica,Soltero,1
2101081,2018,Original,Responde,Ciudades Grandes,210108,Hombre,18 a 29,Básica,En Pareja,2
2101081,2019,Original,Responde,Ciudades Grandes,210108,Hombre,18 a 29,Básica,En Pareja,3
2101081,2021,Original,Responde,Ciudades Grandes,210108,Hombre,18 a 29,Básica,En Pareja,5
2101081,2022,Original,No Responde,Ciudades Grandes,210108,Hombre,18 a 29,Básica,En Pareja,6
2101082,2016,Original,Responde,Ciudades Grandes,210108,Hombre,45 a 59,Básica,En Pareja,0
2101082,2017,Original,Responde,Ciudades Grandes,210108,Hombre,45 a 59,Básica,En Pareja,1
2101082,2018,Original,Responde,Ciudades Grandes,210108,Hombre,45 a 59,Básica,En Pareja,2
2101082,2019,Original,Responde,Ciudades Grandes,210108,Hombre,45 a 59,Básica,En Pareja,3
2101082,2021,Original,Responde,Ciudades Grandes,210108,Hombre,45 a 59,Básica,En Pareja,5
2101082,2022,Original,Responde,Ciudades Grandes,210108,Hombre,45 a 59,Básica,En Pareja,6
2101083,2016,Original,Responde,Ciudades Grandes,210108,Hombre,18 a 29,Media,En Pareja,0
2101083,2017,Original,Responde,Ciudades Grandes,210108,Hombre,18 a 29,Media,En Pareja,1
2101083,2018,Original,Responde,Ciudades Grandes,210108,Hombre,18 a 29,Media,En Pareja,2
2101083,2019,Original,Responde,Ciudades Grandes,210108,Hombre,18 a 29,Media,En Pareja,3
2101083,2021,Original,Responde,Ciudades Grandes,210108,Hombre,18 a 29,Media,En Pareja,5
2101083,2022,Original,Responde,Ciudades Grandes,210108,Hombre,18 a 29,Media,En Pareja,6
2101092,2016,Original,Responde,Ciudades Grandes,210109,Hombre,45 a 59,Técnica,En Pareja,0
2101092,2017,Original,Responde,Ciudades Grandes,210109,Hombre,45 a 59,Técnica,En Pareja,1
2101092,2018,Original,Responde,Ciudades Grandes,210109,Hombre,45 a 59,Técnica,En Pareja,2
2101092,2019,Original,Responde,Ciudades Grandes,210109,Hombre,45 a 59,Técnica,En Pareja,3
2101092,2021,Original,Responde,Ciudades Grandes,210109,Hombre,45 a 59,Técnica,En Pareja,5
2101092,2022,Original,Responde,Ciudades Grandes,210109,Hombre,45 a 59,Técnica,En Pareja,6
2101093,2016,Original,Responde,Ciudades Grandes,210109,Mujer,30 a 44,Universitaria,Soltero,0
2101093,2017,Original,Responde,Ciudades Grandes,210109,Mujer,30 a 44,Media,Soltero,1
2101093,2018,Original,No Responde,Ciudades Grandes,210109,Mujer,30 a 44,Media,Soltero,2
2101093,2019,Original,Responde,Ciudades Grandes,210109,Mujer,30 a 44,Media,En Pareja,3
2101093,2021,Original,No Responde,Ciudades Grandes,210109,Mujer,30 a 44,Media,En Pareja,5
2101093,2022,Original,No Responde,Ciudades Grandes,210109,Mujer,30 a 44,Media,En Pareja,6
2101102,2016,Original,Responde,Ciudades Grandes,210110,Mujer,60 0 más,Media,En Pareja,0
2101102,2017,Original,Responde,Ciudades Grandes,210110,Mujer,60 0 más,Media,En Pareja,1
2101102,2018,Original,Responde,Ciudades Grandes,210110,Mujer,60 0 más,Media,En Pareja,2
2101102,2019,Original,Responde,Ciudades Grandes,210110,Mujer,60 0 más,Media,En Pareja,3
2101102,2021,Original,Responde,Ciudades Grandes,210110,Mujer,60 0 más,Técnica,En Pareja,5
2101102,2022,Original,Responde,Ciudades Grandes,210110,Mujer,60 0 más,Media,En Pareja,6
2101104,2016,Original,Responde,Ciudades Grandes,210110,Hombre,45 a 59,Media,Soltero,0
2101104,2017,Original,Responde,Ciudades Grandes,210110,Hombre,45 a 59,Media,Soltero,1
2101104,2018,Original,Responde,Ciudades Grandes,210110,Hombre,45 a 59,Media,En Pareja,2
2101104,2019,Original,Responde,Ciudades Grandes,210110,Hombre,45 a 59,Media,En Pareja,3
2101104,2021,Original,No Responde,Ciudades Grandes,210110,Hombre,45 a 59,Media,En Pareja,5
2101104,2022,Original,No Responde,Ciudades Grandes,210110,Hombre,45 a 59,Media,En Pareja,6
2101111,2016,Original,Responde,Ciudades Grandes,210111,Hombre,45 a 59,Media,Soltero,0
2101111,2017,Original,Responde,Ciudades Grandes,210111,Hombre,45 a 59,Media,Soltero,1
2101111,2018,Original,Responde,Ciudades Grandes,210111,Hombre,45 a 59,Media,Soltero,2
2101111,2019,Original,No Responde,Ciudades Grandes,210111,Hombre,45 a 59,Media,Soltero,3
2101111,2021,Original,Responde,Ciudades Grandes,210111,Hombre,45 a 59,Media,Soltero,5
2101111,2022,Original,Responde,Ciudades Grandes,210111,Hombre,45 a 59,Básica,Soltero,6
2101112,2016,Original,Responde,Ciudades Grandes,210111,Mujer,18 a 29,Universitaria,Soltero,0
2101112,2017,Original,Responde,Ciudades Grandes,210111,Mujer,18 a 29,Media,Soltero,1
2101112,2018,Original,Responde,Ciudades Grandes,210111,Mujer,18 a 29,Media,En Pareja,2
2101112,2019,Original,No Responde,Ciudades Grandes,210111,Mujer,18 a 29,Media,En Pareja,3
2101112,2021,Original,No Responde,Ciudades Grandes,210111,Mujer,18 a 29,Media,En Pareja,5
2101112,2022,Original,Responde,Ciudades Grandes,210111,Mujer,18 a 29,Media,Soltero,6
2101113,2016,Original,Responde,Ciudades Grandes,210111,Mujer,18 a 29,Media,En Pareja,0
2101113,2017,Original,Responde,Ciudades Grandes,210111,Mujer,18 a 29,Media,En Pareja,1
2101113,2018,Original,Responde,Ciudades Grandes,210111,Mujer,18 a 29,Media,En Pareja,2
2101113,2019,Original,Responde,Ciudades Grandes,210111,Mujer,18 a 29,Media,En Pareja,3
2101113,2021,Original,Responde,Ciudades Grandes,210111,Mujer,18 a 29,Media,En Pareja,5
2101113,2022,Original,Responde,Ciudades Grandes,210111,Mujer,18 a 29,Media,Soltero,6
2101122,2016,Original,Responde,Ciudades Grandes,210112,Hombre,45 a 59,Técnica,En Pareja,0
2101122,2017,Original,No Responde,Ciudades Grandes,210112,Hombre,45 a 59,Técnica,En Pareja,1
2101122,2018,Original,No Responde,Ciudades Grandes,210112,Hombre,45 a 59,Técnica,En Pareja,2
2101122,2019,Original,No Responde,Ciudades Grandes,210112,Hombre,45 a 59,Técnica,En Pareja,3
2101122,2021,Original,No Responde,Ciudades Grandes,210112,Hombre,45 a 59,Técnica,En Pareja,5
2101122,2022,Original,No Responde,Ciudades Grandes,210112,Hombre,45 a 59,Técnica,En Pareja,6
2101123,2016,Original,Responde,Ciudades Grandes,210112,Hombre,30 a 44,Técnica,En Pareja,0
2101123,2017,Original,Responde,Ciudades Grandes,210112,Hombre,30 a 44,Universitaria,En Pareja,1
2101123,2018,Original,Responde,Ciudades Grandes,210112,Hombre,30 a 44,Universitaria,En Pareja,2
2101123,2019,Original,Responde,Ciudades Grandes,210112,Hombre,30 a 44,Universitaria,En Pareja,3
2101123,2021,Original,No Responde,Ciudades Grandes,210112,Hombre,30 a 44,Universitaria,En Pareja,5
2101123,2022,Original,No Responde,Ciudades Grandes,210112,Hombre,30 a 44,Universitaria,En Pareja,6
2101141,2016,Original,Responde,Ciudades Grandes,210114,Mujer,30 a 44,Universitaria,Soltero,0
2101141,2017,Original,Responde,Ciudades Grandes,210114,Mujer,30 a 44,Universitaria,Soltero,1
2101141,2018,Original,Responde,Ciudades Grandes,210114,Mujer,30 a 44,Universitaria,Soltero,2
2101141,2019,Original,Responde,Ciudades Grandes,210114,Mujer,30 a 44,Universitaria,Soltero,3
2101141,2021,Original,Responde,Ciudades Grandes,210114,Mujer,30 a 44,Universitaria,Soltero,5
2101141,2022,Original,Responde,Ciudades Grandes,210114,Mujer,30 a 44,Universitaria,Soltero,6
2101142,2016,Original,Responde,Ciudades Grandes,210114,Mujer,45 a 59,Universitaria,En Pareja,0
2101142,2017,Original,Responde,Ciudades Grandes,210114,Mujer,45 a 59,Universitaria,En Pareja,1
2101142,2018,Original,Responde,Ciudades Grandes,210114,Mujer,45 a 59,Universitaria,En Pareja,2
2101142,2019,Original,Responde,Ciudades Grandes,210114,Mujer,45 a 59,Universitaria,En Pareja,3
2101142,2021,Original,Responde,Ciudades Grandes,210114,Mujer,45 a 59,Universitaria,En Pareja,5
2101142,2022,Original,Responde,Ciudades Grandes,210114,Mujer,45 a 59,Universitaria,En Pareja,6
2101143,2016,Original,Responde,Ciudades Grandes,210114,Mujer,30 a 44,Universitaria,Soltero,0
2101143,2017,Original,Responde,Ciudades Grandes,210114,Mujer,30 a 44,Universitaria,Soltero,1
2101143,2018,Original,Responde,Ciudades Grandes,210114,Mujer,30 a 44,Universitaria,Soltero,2
2101143,2019,Original,Responde,Ciudades Grandes,210114,Mujer,30 a 44,Universitaria,Soltero,3
2101143,2021,Original,Responde,Ciudades Grandes,210114,Mujer,30 a 44,Universitaria,Soltero,5
2101143,2022,Original,Responde,Ciudades Grandes,210114,Mujer,30 a 44,Universitaria,Soltero,6
2101151,2016,Original,Responde,Ciudades Grandes,210115,Mujer,30 a 44,Universitaria,En Pareja,0
2101151,2017,Original,Responde,Ciudades Grandes,210115,Mujer,30 a 44,Universitaria,En Pareja,1
2101151,2018,Original,Responde,Ciudades Grandes,210115,Mujer,30 a 44,Universitaria,Soltero,2
2101151,2019,Original,Responde,Ciudades Grandes,210115,Mujer,30 a 44,Universitaria,Soltero,3
2101151,2021,Original,Responde,Ciudades Grandes,210115,Mujer,30 a 44,Técnica,Soltero,5
2101151,2022,Original,Responde,Ciudades Grandes,210115,Mujer,30 a 44,Universitaria,Soltero,6
2101152,2016,Original,Responde,Ciudades Grandes,210115,Mujer,30 a 44,Universitaria,En Pareja,0
2101152,2017,Original,Responde,Ciudades Grandes,210115,Mujer,30 a 44,Universitaria,En Pareja,1
2101152,2018,Original,Responde,Ciudades Grandes,210115,Mujer,30 a 44,Universitaria,Soltero,2
2101152,2019,Original,Responde,Ciudades Grandes,210115,Mujer,30 a 44,Universitaria,Soltero,3
2101152,2021,Original,Responde,Ciudades Grandes,210115,Mujer,30 a 44,Universitaria,Soltero,5
2101152,2022,Original,Responde,Ciudades Grandes,210115,Mujer,30 a 44,Universitaria,Soltero,6
2101162,2016,Original,Responde,Ciudades Grandes,210116,Mujer,60 0 más,Universitaria,Soltero,0
2101162,2017,Original,Responde,Ciudades Grandes,210116,Mujer,60 0 más,Universitaria,Soltero,1
2101162,2018,Original,Responde,Ciudades Grandes,210116,Mujer,60 0 más,Universitaria,Soltero,2
2101162,2019,Original,Responde,Ciudades Grandes,210116,Mujer,60 0 más,Universitaria,Soltero,3
2101162,2021,Original,Responde,Ciudades Grandes,210116,Mujer,60 0 más,Universitaria,Soltero,5
2101162,2022,Original,Responde,Ciudades Grandes,210116,Mujer,60 0 más,Universitaria,En Pareja,6
2101163,2016,Original,Responde,Ciudades Grandes,210116,Hombre,18 a 29,Técnica,Soltero,0
2101163,2017,Original,Responde,Ciudades Grandes,210116,Hombre,18 a 29,Universitaria,Soltero,1
2101163,2018,Original,Responde,Ciudades Grandes,210116,Hombre,18 a 29,Universitaria,Soltero,2
2101163,2019,Original,Responde,Ciudades Grandes,210116,Hombre,18 a 29,Técnica,Soltero,3
2101163,2021,Original,Responde,Ciudades Grandes,210116,Hombre,18 a 29,Universitaria,Soltero,5
2101163,2022,Original,No Responde,Ciudades Grandes,210116,Hombre,18 a 29,Universitaria,Soltero,6
2101171,2016,Original,Responde,Ciudades Grandes,210117,Mujer,45 a 59,Media,Soltero,0
2101171,2017,Original,No Responde,Ciudades Grandes,210117,Mujer,45 a 59,Media,Soltero,1
2101171,2018,Original,No Responde,Ciudades Grandes,210117,Mujer,45 a 59,Media,Soltero,2
2101171,2019,Original,No Responde,Ciudades Grandes,210117,Mujer,45 a 59,Media,Soltero,3
2101171,2021,Original,No Responde,Ciudades Grandes,210117,Mujer,45 a 59,Media,Soltero,5
2101171,2022,Original,No Responde,Ciudades Grandes,210117,Mujer,45 a 59,Media,Soltero,6
2101172,2016,Original,Responde,Ciudades Grandes,210117,Hombre,30 a 44,Técnica,En Pareja,0
2101172,2017,Original,Responde,Ciudades Grandes,210117,Hombre,30 a 44,Técnica,En Pareja,1
2101172,2018,Original,Responde,Ciudades Grandes,210117,Hombre,30 a 44,Técnica,En Pareja,2
2101172,2019,Original,Responde,Ciudades Grandes,210117,Hombre,30 a 44,Técnica,En Pareja,3
2101172,2021,Original,Responde,Ciudades Grandes,210117,Hombre,30 a 44,Universitaria,En Pareja,5
2101172,2022,Original,Responde,Ciudades Grandes,210117,Hombre,30 a 44,Universitaria,En Pareja,6
2101173,2016,Original,Responde,Ciudades Grandes,210117,Hombre,18 a 29,Técnica,En Pareja,0
2101173,2017,Original,Responde,Ciudades Grandes,210117,Hombre,18 a 29,Técnica,En Pareja,1
2101173,2018,Original,Responde,Ciudades Grandes,210117,Hombre,18 a 29,Técnica,En Pareja,2
2101173,2019,Original,Responde,Ciudades Grandes,210117,Hombre,18 a 29,Técnica,En Pareja,3
2101173,2021,Original,Responde,Ciudades Grandes,210117,Hombre,18 a 29,Técnica,En Pareja,5
2101173,2022,Original,Responde,Ciudades Grandes,210117,Hombre,18 a 29,Universitaria,En Pareja,6
2101181,2016,Original,Responde,Ciudades Grandes,210118,Hombre,45 a 59,Técnica,En Pareja,0
2101181,2017,Original,Responde,Ciudades Grandes,210118,Hombre,45 a 59,Técnica,En Pareja,1
2101181,2018,Original,Responde,Ciudades Grandes,210118,Hombre,45 a 59,Técnica,En Pareja,2
2101181,2019,Original,Responde,Ciudades Grandes,210118,Hombre,45 a 59,Técnica,En Pareja,3
2101181,2021,Original,Responde,Ciudades Grandes,210118,Hombre,45 a 59,Técnica,En Pareja,5
2101181,2022,Original,No Responde,Ciudades Grandes,210118,Hombre,45 a 59,Técnica,En Pareja,6
2101182,2016,Original,Responde,Ciudades Grandes,210118,Mujer,18 a 29,Universitaria,En Pareja,0
2101182,2017,Original,Responde,Ciudades Grandes,210118,Mujer,18 a 29,Universitaria,En Pareja,1
2101182,2018,Original,Responde,Ciudades Grandes,210118,Mujer,18 a 29,Universitaria,En Pareja,2
2101182,2019,Original,Responde,Ciudades Grandes,210118,Mujer,18 a 29,Universitaria,En Pareja,3
2101182,2021,Original,No Responde,Ciudades Grandes,210118,Mujer,18 a 29,Universitaria,En Pareja,5
2101182,2022,Original,Responde,Ciudades Grandes,210118,Mujer,18 a 29,Universitaria,En Pareja,6
2101183,2016,Original,Responde,Ciudades Grandes,210118,Mujer,30 a 44,Universitaria,En Pareja,0
2101183,2017,Original,No Responde,Ciudades Grandes,210118,Mujer,30 a 44,Universitaria,En Pareja,1
2101183,2018,Original,No Responde,Ciudades Grandes,210118,Mujer,30 a 44,Universitaria,En Pareja,2
2101183,2019,Original,No Responde,Ciudades Grandes,210118,Mujer,30 a 44,Universitaria,En Pareja,3
2101183,2021,Original,No Responde,Ciudades Grandes,210118,Mujer,30 a 44,Universitaria,En Pareja,5
2101183,2022,Original,No Responde,Ciudades Grandes,210118,Mujer,30 a 44,Universitaria,En Pareja,6
2101191,2016,Original,Responde,Ciudades Grandes,210119,Mujer,45 a 59,Media,Soltero,0
2101191,2017,Original,Responde,Ciudades Grandes,210119,Mujer,45 a 59,Media,Soltero,1
2101191,2018,Original,Responde,Ciudades Grandes,210119,Mujer,45 a 59,Media,Soltero,2
2101191,2019,Original,Responde,Ciudades Grandes,210119,Mujer,45 a 59,Media,Soltero,3
2101191,2021,Original,Responde,Ciudades Grandes,210119,Mujer,45 a 59,Media,Soltero,5
2101191,2022,Original,Responde,Ciudades Grandes,210119,Mujer,45 a 59,Media,En Pareja,6
2101192,2016,Original,Responde,Ciudades Grandes,210119,Hombre,30 a 44,Básica,Soltero,0
2101192,2017,Original,Responde,Ciudades Grandes,210119,Hombre,30 a 44,Media,Soltero,1
2101192,2018,Original,Responde,Ciudades Grandes,210119,Hombre,30 a 44,Media,Soltero,2
2101192,2019,Original,Responde,Ciudades Grandes,210119,Hombre,30 a 44,Media,Soltero,3
2101192,2021,Original,Responde,Ciudades Grandes,210119,Hombre,30 a 44,Media,Soltero,5
2101192,2022,Original,Responde,Ciudades Grandes,210119,Hombre,30 a 44,Básica,Soltero,6
2101193,2016,Original,Responde,Ciudades Grandes,210119,Hombre,18 a 29,Universitaria,Soltero,0
2101193,2017,Original,Responde,Ciudades Grandes,210119,Hombre,18 a 29,Universitaria,Soltero,1
2101193,2018,Original,Responde,Ciudades Grandes,210119,Hombre,18 a 29,Universitaria,Soltero,2
2101193,2019,Original,Responde,Ciudades Grandes,210119,Hombre,18 a 29,Universitaria,En Pareja,3
2101193,2021,Original,Responde,Ciudades Grandes,210119,Hombre,18 a 29,Universitaria,Soltero,5
2101193,2022,Original,Responde,Ciudades Grandes,210119,Hombre,18 a 29,Técnica,Soltero,6
2101201,2016,Original,Responde,Ciudades Grandes,210120,Mujer,30 a 44,Técnica,En Pareja,0
2101201,2017,Original,Responde,Ciudades Grandes,210120,Mujer,30 a 44,Media,En Pareja,1
2101201,2018,Original,Responde,Ciudades Grandes,210120,Mujer,30 a 44,Media,En Pareja,2
2101201,2019,Original,Responde,Ciudades Grandes,210120,Mujer,30 a 44,Técnica,En Pareja,3
2101201,2021,Original,No Responde,Ciudades Grandes,210120,Mujer,30 a 44,Técnica,En Pareja,5
2101201,2022,Original,Responde,Ciudades Grandes,210120,Mujer,30 a 44,Media,Soltero,6
2101202,2016,Original,Responde,Ciudades Grandes,210120,Mujer,18 a 29,Media,En Pareja,0
2101202,2017,Original,Responde,Ciudades Grandes,210120,Mujer,18 a 29,Técnica,En Pareja,1
2101202,2018,Original,Responde,Ciudades Grandes,210120,Mujer,18 a 29,Media,En Pareja,2
2101202,2019,Original,Responde,Ciudades Grandes,210120,Mujer,18 a 29,Universitaria,En Pareja,3
2101202,2021,Original,Responde,Ciudades Grandes,210120,Mujer,18 a 29,Técnica,En Pareja,5
2101202,2022,Original,Responde,Ciudades Grandes,210120,Mujer,18 a 29,Universitaria,Soltero,6
2101203,2016,Original,Responde,Ciudades Grandes,210120,Hombre,45 a 59,Media,Soltero,0
2101203,2017,Original,Responde,Ciudades Grandes,210120,Hombre,45 a 59,Media,Soltero,1
2101203,2018,Original,No Responde,Ciudades Grandes,210120,Hombre,45 a 59,Media,Soltero,2
2101203,2019,Original,No Responde,Ciudades Grandes,210120,Hombre,45 a 59,Media,Soltero,3
2101203,2021,Original,No Responde,Ciudades Grandes,210120,Hombre,45 a 59,Media,Soltero,5
2101203,2022,Original,No Responde,Ciudades Grandes,210120,Hombre,45 a 59,Media,Soltero,6
2101211,2016,Original,Responde,Ciudades Grandes,210121,Hombre,18 a 29,Media,En Pareja,0
2101211,2017,Original,Responde,Ciudades Grandes,210121,Hombre,18 a 29,Media,En Pareja,1
2101211,2018,Original,Responde,Ciudades Grandes,210121,Hombre,18 a 29,Media,En Pareja,2
2101211,2019,Original,Responde,Ciudades Grandes,210121,Hombre,18 a 29,Media,En Pareja,3
2101211,2021,Original,Responde,Ciudades Grandes,210121,Hombre,18 a 29,Media,Soltero,5
2101211,2022,Original,Responde,Ciudades Grandes,210121,Hombre,18 a 29,Media,Soltero,6
2101212,2016,Original,Responde,Ciudades Grandes,210121,Hombre,30 a 44,Básica,En Pareja,0
2101212,2017,Original,Responde,Ciudades Grandes,210121,Hombre,30 a 44,Media,En Pareja,1
2101212,2018,Original,Responde,Ciudades Grandes,210121,Hombre,30 a 44,Media,En Pareja,2
2101212,2019,Original,Responde,Ciudades Grandes,210121,Hombre,30 a 44,Media,Soltero,3
2101212,2021,Original,Responde,Ciudades Grandes,210121,Hombre,30 a 44,Media,Soltero,5
2101212,2022,Original,Responde,Ciudades Grandes,210121,Hombre,30 a 44,Media,En Pareja,6
2101213,2016,Original,Responde,Ciudades Grandes,210121,Mujer,18 a 29,Universitaria,Soltero,0
2101213,2017,Original,Responde,Ciudades Grandes,210121,Mujer,18 a 29,Universitaria,Soltero,1
2101213,2018,Original,Responde,Ciudades Grandes,210121,Mujer,18 a 29,Técnica,En Pareja,2
2101213,2019,Original,No Responde,Ciudades Grandes,210121,Mujer,18 a 29,Técnica,En Pareja,3
2101213,2021,Original,No Responde,Ciudades Grandes,210121,Mujer,18 a 29,Técnica,En Pareja,5
2101213,2022,Original,Responde,Ciudades Grandes,210121,Mujer,18 a 29,Media,En Pareja,6
2101221,2016,Original,Responde,Ciudades Grandes,210122,Hombre,18 a 29,Media,Soltero,0
2101221,2017,Original,Responde,Ciudades Grandes,210122,Hombre,18 a 29,Media,Soltero,1
2101221,2018,Original,No Responde,Ciudades Grandes,210122,Hombre,18 a 29,Media,Soltero,2
2101221,2019,Original,No Responde,Ciudades Grandes,210122,Hombre,18 a 29,Media,Soltero,3
2101221,2021,Original,No Responde,Ciudades Grandes,210122,Hombre,18 a 29,Media,Soltero,5
2101221,2022,Original,Responde,Ciudades Grandes,210122,Hombre,18 a 29,Técnica,Soltero,6
2101222,2016,Original,Responde,Ciudades Grandes,210122,Hombre,18 a 29,Técnica,Soltero,0
2101222,2017,Original,Responde,Ciudades Grandes,210122,Hombre,18 a 29,Técnica,Soltero,1
2101222,2018,Original,Responde,Ciudades Grandes,210122,Hombre,18 a 29,Técnica,Soltero,2
2101222,2019,Original,Responde,Ciudades Grandes,210122,Hombre,18 a 29,Universitaria,Soltero,3
2101222,2021,Original,Responde,Ciudades Grandes,210122,Hombre,18 a 29,Técnica,Soltero,5
2101222,2022,Original,Responde,Ciudades Grandes,210122,Hombre,18 a 29,Técnica,Soltero,6
2101223,2016,Original,Responde,Ciudades Grandes,210122,Mujer,30 a 44,Media,Soltero,0
